@relation Training-weka.filters.unsupervised.attribute.Remove-R1

@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute class {1,2,3,4,5}

@data
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.070646,0.328099,0.043295,0.146276,0.411684,160,0,156,1,4
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.385088,0.171882,0.088499,0.305188,0.049344,55,0,44,0,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618458,0.046871,0.032856,0.280788,0.021027,440,11,428,14,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.052492,0.692193,0.031786,0.182272,0.041257,116,0,113,0,4
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.68675,0.145146,0.011228,0.142693,0.014182,134,33,127,3,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.493434,0.107873,0.039887,0.325137,0.033669,175,22,167,4,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.297259,0.26198,0.065087,0.297969,0.077705,100,11,96,2,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.338541,0.029142,0.341368,0.28085,0.010099,65,11,62,2,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.079797,0.495644,0.056175,0.175304,0.19308,105,11,103,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.099586,0.453814,0.142481,0.125522,0.178597,230,55,224,3,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.468919,0.087383,0.078449,0.351402,0.013848,101,11,98,4,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.332281,0.132789,0.119233,0.339879,0.075818,83,11,80,1,4
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.244219,0.164457,0.092386,0.379656,0.119283,42,0,39,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.20996,0.207417,0.297889,0.161836,0.122898,56,0,55,12,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.201656,0.44041,0.029299,0.17658,0.152055,128,0,119,7,4
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.297725,0.269731,0.069021,0.276526,0.086996,148,0,145,3,4
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.088181,0.201917,0.210764,0.174687,0.324451,89,11,86,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.454632,0.09364,0.111395,0.314332,0.026001,110,0,109,4,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.217607,0.306112,0.135916,0.276681,0.063683,62,0,61,1,4
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.114445,0.447747,0.046484,0.188832,0.202492,61,0,59,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.325335,0.248805,0.126505,0.169119,0.130236,101,0,100,1,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.07342,0.342008,0.075528,0.259175,0.249869,40,11,38,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.366949,0.145086,0.085455,0.362947,0.039564,121,0,120,0,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.574762,0.039971,0.041603,0.318145,0.025518,69,22,66,3,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.342014,0.173723,0.094692,0.351442,0.03813,102,11,99,4,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.568773,0.124103,0.131305,0.110947,0.064872,91,11,89,1,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.211387,0.078837,0.123322,0.508635,0.077819,51,0,50,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.476854,0.129922,0.052815,0.280033,0.060375,198,0,195,6,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.575591,0.088483,0.083146,0.237912,0.014868,227,33,211,3,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.408764,0.107213,0.088974,0.312437,0.082613,263,11,258,17,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.125191,0.600963,0.064917,0.176876,0.032054,191,55,183,6,4
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.543004,0.108039,0.055368,0.251791,0.041799,36,0,35,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.185965,0.39362,0.081022,0.136405,0.202988,56,0,55,0,4
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.284845,0.293545,0.095529,0.295589,0.030492,78,0,77,2,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.336155,0.160727,0.074922,0.345148,0.083048,72,11,70,4,4
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.657172,0.100167,0.037187,0.081683,0.12379,72,11,70,1,4
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.466133,0.182237,0.096053,0.217541,0.038036,89,0,87,3,4
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.378872,0.133792,0.225338,0.214787,0.04721,103,11,98,5,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.563562,0.080435,0.048175,0.290399,0.017428,111,0,109,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.173546,0.234718,0.111971,0.400905,0.07886,50,0,49,4,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.203027,0.609901,0.050577,0.087286,0.04921,116,0,112,2,4
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.065372,0.622092,0.06265,0.104798,0.145089,336,0,329,11,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.116575,0.156243,0.076242,0.212065,0.438876,128,55,120,1,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.407479,0.102793,0.026232,0.372098,0.091397,46,0,45,0,4
P+,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.068925,0.659475,0.062687,0.069938,0.138975,90,11,88,3,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.036081,0.438016,0.356057,0.141856,0.02799,91,0,90,6,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.152314,0.342576,0.085095,0.246269,0.173747,167,66,158,4,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.250977,0.282264,0.075855,0.28794,0.102964,98,0,87,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.527958,0.14933,0.060807,0.162639,0.099265,292,0,271,7,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.27979,0.333273,0.113343,0.200922,0.072672,60,0,59,2,4
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.200604,0.180407,0.113976,0.353246,0.151766,150,44,145,0,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.583352,0.061461,0.075284,0.22158,0.058323,337,77,320,13,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.279934,0.146015,0.13205,0.356052,0.08595,147,0,146,1,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.198503,0.369286,0.083167,0.139555,0.209489,117,0,113,5,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.159334,0.234673,0.05768,0.304478,0.243836,153,0,149,13,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.377815,0.189486,0.087643,0.306022,0.039034,124,0,123,5,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.529299,0.145668,0.074062,0.177684,0.073288,39,0,38,1,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.778748,0.099313,0.012551,0.092182,0.017207,86,22,83,6,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.513954,0.108346,0.034746,0.217998,0.124956,97,0,94,6,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.445712,0.114187,0.06554,0.23524,0.139321,50,0,48,0,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.23262,0.394096,0.092378,0.202129,0.078777,43,0,42,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.20143,0.494443,0.042536,0.217567,0.044025,83,0,80,1,4
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.426412,0.095657,0.024782,0.315961,0.137188,65,0,64,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.290078,0.221613,0.026604,0.161366,0.300339,52,0,51,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.04352,0.676816,0.054019,0.075028,0.150616,61,0,58,3,4
P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.191121,0.255688,0.107384,0.344669,0.101139,39,0,37,1,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.336603,0.233749,0.079193,0.141247,0.209208,87,0,84,2,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.107138,0.358986,0.078524,0.124038,0.331315,75,0,74,1,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.344914,0.312449,0.061539,0.233818,0.047281,53,0,51,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189747,0.21618,0.063239,0.337409,0.193425,49,0,48,0,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.249091,0.207716,0.079503,0.401525,0.062165,33,11,31,0,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.096772,0.379561,0.062369,0.357539,0.103759,138,0,135,3,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.304177,0.28714,0.065691,0.262468,0.080524,111,11,107,4,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.460479,0.137682,0.135441,0.224558,0.04184,47,0,46,0,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.642526,0.077504,0.041132,0.167693,0.071144,108,0,106,3,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.081401,0.676399,0.097179,0.119803,0.025218,149,11,146,3,4
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.327973,0.149584,0.096433,0.31603,0.10998,104,22,97,6,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.856842,0.02821,0.008316,0.097983,0.008649,714,0,549,12,4
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.219482,0.264519,0.108638,0.356493,0.050869,74,0,72,3,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.122936,0.404398,0.094042,0.342615,0.036009,320,33,284,10,4
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.405123,0.099125,0.152118,0.307654,0.035981,338,11,285,9,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.621508,0.070057,0.033328,0.237206,0.037902,326,77,303,7,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.28204,0.310339,0.156707,0.221369,0.029545,793,99,764,30,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.521191,0.106807,0.147372,0.199223,0.025407,394,11,373,25,4
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.228189,0.249394,0.115322,0.324357,0.082738,525,132,509,18,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.23902,0.223155,0.13047,0.389548,0.017807,381,44,371,5,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.030889,0.862534,0.020251,0.045762,0.040565,344,11,337,19,4
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.130559,0.538824,0.080493,0.200437,0.049687,138,11,132,4,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.116138,0.433182,0.043924,0.358312,0.048444,158,33,153,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.193942,0.202383,0.159624,0.319364,0.124687,218,0,165,3,4
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.454105,0.165636,0.113536,0.242462,0.024261,428,55,416,10,4
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.512499,0.094865,0.040629,0.325164,0.026843,164,0,163,8,4
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.055674,0.643406,0.067522,0.14325,0.090148,297,0,293,4,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.173233,0.312347,0.094948,0.341254,0.078219,115,11,112,2,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.340224,0.192117,0.102874,0.353029,0.011756,157,33,148,6,4
P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.345697,0.190056,0.216261,0.217744,0.030241,496,132,468,13,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.303101,0.288735,0.108068,0.225845,0.074251,378,22,373,32,4
P+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.122045,0.183877,0.086289,0.423286,0.184502,154,0,153,5,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.048373,0.177217,0.506558,0.250269,0.017582,86,0,85,4,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.624274,0.074882,0.039182,0.24708,0.014581,960,0,913,27,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.31769,0.217566,0.104047,0.317652,0.043045,33,0,32,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.022816,0.525232,0.012515,0.06198,0.377457,94,0,92,2,4
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.72291,0.040545,0.03124,0.177107,0.028199,78,11,76,2,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.346997,0.154798,0.046468,0.266417,0.18532,79,0,78,8,4
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.282473,0.075321,0.062612,0.35639,0.223204,38,0,36,2,4
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.123316,0.395676,0.075183,0.356424,0.049401,79,11,77,1,4
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.440924,0.158055,0.056613,0.29867,0.045738,196,11,193,3,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.503502,0.131257,0.024762,0.175715,0.164764,56,0,53,3,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.081316,0.571432,0.105695,0.149996,0.091561,38,0,35,0,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.149091,0.328125,0.045017,0.215426,0.262342,57,0,55,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.313178,0.302281,0.064138,0.181926,0.138477,60,0,59,1,4
P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.103136,0.4696,0.027829,0.234307,0.165128,86,11,81,3,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.562704,0.077984,0.082746,0.245381,0.031185,265,154,248,1,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.300627,0.051233,0.040782,0.548084,0.059274,43,0,42,0,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.367257,0.13411,0.04108,0.300393,0.15716,85,0,63,1,4
P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.603624,0.108681,0.065717,0.19992,0.022058,33,0,32,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.215206,0.36378,0.014074,0.102286,0.304654,48,0,44,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.238044,0.264969,0.073464,0.323523,0.099999,176,0,173,3,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.171863,0.376367,0.128186,0.220122,0.103462,41,0,40,0,4
NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.275081,0.410722,0.0706,0.134234,0.109364,94,0,92,17,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154584,0.251556,0.298673,0.207858,0.087329,131,11,128,4,4
P+,AGREEMENT,SUBJECTIVE,87,IRONIC,0.50181,0.066544,0.06418,0.255459,0.112007,49,0,48,5,4
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.248513,0.261739,0.042631,0.269377,0.17774,33,0,32,3,4
P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.303646,0.266873,0.169779,0.251174,0.008528,104,0,101,1,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.204261,0.31883,0.108863,0.277089,0.090957,27,0,26,1,4
P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.252872,0.053673,0.023982,0.598585,0.070887,177,0,172,6,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.678063,0.143948,0.047461,0.112996,0.017531,63,0,62,5,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.173104,0.40535,0.104514,0.28554,0.031492,89,22,86,0,4
P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.243751,0.258625,0.058541,0.319816,0.119267,159,0,156,3,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.664913,0.054291,0.055035,0.189954,0.035807,86,0,84,2,4
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.465535,0.145436,0.088302,0.146958,0.153769,423,33,416,18,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.547063,0.164557,0.042149,0.130922,0.115309,59,11,57,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.382874,0.245555,0.04465,0.257564,0.069358,178,33,173,1,4
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.164175,0.152364,0.040312,0.47629,0.166859,176,0,174,5,4
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.245743,0.475965,0.038434,0.170558,0.0693,120,0,119,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.326363,0.41243,0.078935,0.124066,0.058205,32,0,31,4,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.083047,0.075703,0.10028,0.523497,0.217472,94,0,84,6,4
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.384461,0.243764,0.075411,0.237426,0.058938,94,0,91,0,4
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.214843,0.296558,0.174266,0.245225,0.069108,70,11,68,2,4
NEU,AGREEMENT,SUBJECTIVE,90,IRONIC,0.552775,0.070143,0.049751,0.287781,0.03955,44,0,42,1,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.099768,0.71517,0.044317,0.07127,0.069475,145,0,142,0,4
P,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.261037,0.28802,0.061242,0.297587,0.092114,80,0,79,0,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.633936,0.143875,0.05343,0.128442,0.040317,53,22,48,1,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.152805,0.0797,0.384883,0.350073,0.032539,145,0,144,5,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.170986,0.35109,0.094801,0.309491,0.073633,192,22,183,4,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.404384,0.111901,0.074228,0.350821,0.058666,128,0,117,1,4
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.112727,0.567311,0.039553,0.211879,0.068529,87,11,85,5,4
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.236901,0.241802,0.071333,0.42816,0.021805,131,22,125,6,4
P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.686512,0.051082,0.037022,0.204439,0.020946,55,0,54,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.154193,0.536198,0.019044,0.08394,0.206624,55,0,54,3,4
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.382675,0.193752,0.119939,0.170318,0.133317,70,0,69,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.363545,0.069912,0.071321,0.330083,0.165139,40,0,39,2,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.173374,0.523738,0.061061,0.146287,0.095539,77,11,75,1,4
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.262926,0.351666,0.079017,0.176027,0.130364,26,0,25,0,4
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.439699,0.143189,0.044116,0.360968,0.012029,248,110,232,13,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.452293,0.077587,0.050798,0.301302,0.11802,50,0,49,0,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.76346,0.058538,0.028973,0.10426,0.044769,47,0,45,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.151547,0.238243,0.176443,0.396082,0.037686,67,0,65,2,4
P+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.456788,0.139935,0.072604,0.19259,0.138084,36,11,34,0,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.191464,0.13806,0.086303,0.256578,0.327596,125,0,123,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.336536,0.187379,0.049253,0.218047,0.208785,35,0,34,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.048854,0.444272,0.145853,0.196897,0.164125,50,0,49,0,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.138806,0.280179,0.140317,0.216545,0.224154,96,0,94,2,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.41605,0.176934,0.078296,0.277563,0.051156,32,0,31,0,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.089588,0.527959,0.035822,0.172327,0.174304,55,0,54,2,4
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.234901,0.291052,0.130351,0.274634,0.069063,62,0,61,1,4
P,DISAGREEMENT,SUBJECTIVE,79,IRONIC,0.225011,0.133965,0.049311,0.510532,0.08118,32,0,30,3,4
P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.141701,0.361359,0.031459,0.134849,0.330632,32,0,31,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.03993,0.800095,0.021993,0.040031,0.097951,54,0,53,0,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.521539,0.093732,0.056677,0.298902,0.02915,131,22,126,0,4
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.639656,0.072809,0.063235,0.19574,0.02856,71,0,60,4,4
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.007955,0.064505,0.009488,0.016955,0.901098,65,22,60,2,4
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.136986,0.314316,0.083291,0.34718,0.118227,136,0,135,0,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.404907,0.174524,0.073464,0.149339,0.197767,619,121,600,23,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.225482,0.313612,0.060334,0.336503,0.064069,126,0,120,4,4
P,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.378822,0.320929,0.046506,0.167176,0.086566,105,11,102,7,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.531232,0.198723,0.04505,0.189696,0.035299,82,0,79,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.35795,0.076783,0.036286,0.419548,0.109433,142,11,138,8,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.525252,0.149108,0.041901,0.189494,0.094245,151,0,144,3,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.143048,0.541424,0.040574,0.145534,0.129421,221,11,205,10,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.780762,0.03415,0.061418,0.109839,0.01383,42,11,40,0,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.055319,0.532408,0.022069,0.106277,0.283926,183,11,176,2,4
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.343861,0.134652,0.251883,0.234856,0.034749,76,11,74,2,4
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.135271,0.295578,0.038327,0.318517,0.212306,59,0,58,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.176954,0.379664,0.069894,0.219836,0.153652,86,0,84,0,4
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.159824,0.096668,0.072827,0.605462,0.065219,202,0,198,10,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.189343,0.296879,0.101805,0.401763,0.010209,41,0,39,0,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.208001,0.177914,0.054702,0.416819,0.142564,105,11,103,1,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.092127,0.104243,0.049927,0.224177,0.529526,284,55,276,3,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.187325,0.137687,0.028247,0.248364,0.398377,324,0,313,2,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.105502,0.350715,0.047327,0.153468,0.342988,28,0,27,0,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.111999,0.313966,0.031096,0.168761,0.374178,44,0,34,1,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.010574,0.322624,0.011117,0.027484,0.628201,157,11,154,8,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.519014,0.12159,0.184516,0.147823,0.027057,111,0,110,2,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.414991,0.147735,0.091648,0.328954,0.016672,125,22,122,4,4
P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.469871,0.1379,0.066468,0.278132,0.04763,57,11,54,1,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.55814,0.043147,0.039821,0.314597,0.044294,117,11,114,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.259905,0.381494,0.065674,0.200051,0.092876,70,22,64,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.25323,0.176393,0.088939,0.413489,0.067949,89,11,87,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.534435,0.051401,0.016468,0.051213,0.346484,300,33,294,14,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.369056,0.150339,0.078367,0.353062,0.049176,42,0,41,3,4
N,DISAGREEMENT,OBJECTIVE,84,NONIRONIC,0.506585,0.067549,0.134265,0.226984,0.064617,58,0,53,1,4
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.288336,0.285905,0.074532,0.213335,0.137892,93,22,90,2,4
NEU,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.020342,0.871235,0.02842,0.062561,0.017442,50,0,48,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.533716,0.15688,0.053137,0.196974,0.059293,139,44,134,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.283127,0.144431,0.083457,0.41614,0.072845,43,0,41,2,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.038673,0.590124,0.026633,0.140626,0.203945,214,33,209,3,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.611002,0.104664,0.029658,0.172856,0.081821,67,0,66,0,4
