@relation Training-weka.filters.unsupervised.attribute.Remove-R1

@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute class {1,2,3,4,5}

@data
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.488729,0.013474,0.072633,0.421335,0.00383,82,33,77,5,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.569391,0.03964,0.052419,0.306422,0.032128,154,0,153,5,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.672503,0.042851,0.041764,0.22674,0.016142,53,0,52,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.586638,0.025855,0.039235,0.240809,0.107463,78,33,74,1,1
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.504477,0.031581,0.114719,0.32748,0.021743,71,11,69,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.588954,0.028036,0.154294,0.19668,0.032037,89,0,89,0,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.730964,0.019222,0.049275,0.192176,0.008363,33,0,32,0,1
N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.477016,0.023157,0.027637,0.318178,0.154013,127,11,125,2,1
N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.638076,0.013409,0.060462,0.280904,0.007149,96,55,89,1,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.729815,0.009202,0.053105,0.201007,0.006872,119,0,103,0,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.499604,0.064196,0.049256,0.266874,0.12007,267,121,246,6,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.778802,0.015086,0.064227,0.125642,0.016242,77,33,73,1,1
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.375289,0.091198,0.045733,0.457804,0.029977,149,0,146,8,1
N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.627174,0.04869,0.070183,0.19008,0.063873,117,22,113,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.804572,0.013384,0.029146,0.143239,0.00966,80,0,79,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.631218,0.007723,0.041477,0.315878,0.003705,98,0,96,1,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.572775,0.042662,0.146707,0.226194,0.011662,91,22,88,2,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.753235,0.01316,0.021549,0.199155,0.012901,68,0,66,2,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.471343,0.061712,0.047223,0.375394,0.044328,82,0,79,6,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.691228,0.028242,0.02654,0.137731,0.116258,59,0,58,0,1
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.091212,0.077251,0.420416,0.380229,0.030893,140,11,136,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.499778,0.047723,0.087473,0.289009,0.076017,267,11,263,5,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.415634,0.015642,0.287555,0.25352,0.027649,69,0,68,1,1
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.649423,0.004656,0.015918,0.324119,0.005884,59,33,54,0,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.380493,0.057526,0.064482,0.487645,0.009854,332,11,328,5,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.599823,0.061526,0.10083,0.210947,0.026875,111,0,107,5,1
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.654177,0.026731,0.054105,0.254063,0.010923,34,0,32,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.711072,0.004297,0.007632,0.244983,0.032016,28,0,27,0,1
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.46533,0.057694,0.055186,0.379998,0.041793,71,0,69,2,1
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.656762,0.038897,0.024948,0.27477,0.004622,51,0,50,2,1
P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.587639,0.003777,0.036878,0.34655,0.025156,65,0,64,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.244569,0.052929,0.074095,0.573034,0.055373,20,0,19,0,1
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.667271,0.060079,0.052677,0.216235,0.003738,1127,110,1087,20,1
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.291061,0.153502,0.109129,0.401109,0.045199,50,11,48,2,1
N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.256219,0.093105,0.03286,0.468794,0.149022,185,11,181,2,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.401161,0.03789,0.117036,0.433033,0.010881,145,0,141,3,1
NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.338551,0.132061,0.099017,0.419331,0.011039,45,0,44,0,1
N+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.207116,0.247969,0.255118,0.253218,0.036578,25,0,24,0,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.505913,0.044616,0.028032,0.40541,0.016028,58,0,56,1,1
N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.538167,0.057209,0.030234,0.335553,0.038837,64,0,63,2,1
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.54035,0.053876,0.036958,0.355976,0.01284,493,33,476,17,1
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.541189,0.027651,0.093061,0.305827,0.032272,33,0,32,2,1
N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.694997,0.035139,0.08843,0.179428,0.002006,303,66,294,4,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.568249,0.018043,0.148379,0.263392,0.001938,202,33,192,3,1
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.554122,0.067591,0.089591,0.276365,0.01233,90,0,89,6,1
NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.486137,0.057311,0.084116,0.343052,0.029384,99,0,97,2,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.406159,0.177042,0.054388,0.320272,0.04214,347,22,337,10,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.59884,0.059088,0.037451,0.299799,0.004822,129,11,123,2,1
N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.708418,0.027853,0.052957,0.193787,0.016985,36,0,35,2,1
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.191818,0.175914,0.023735,0.334777,0.273755,145,0,143,5,1
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.533297,0.090266,0.10773,0.258284,0.010423,43,0,42,2,1
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.530061,0.052034,0.032941,0.269001,0.115964,90,22,83,4,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.530428,0.044171,0.033548,0.344908,0.046946,27,11,25,1,1
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.16893,0.507712,0.033564,0.188319,0.101474,90,0,87,6,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.398384,0.188416,0.093455,0.292762,0.026983,42,0,41,2,1
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.179215,0.1903,0.052032,0.50337,0.075084,189,11,183,6,1
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.448566,0.099806,0.078098,0.313282,0.060248,130,0,124,2,1
N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.490135,0.086222,0.090093,0.284771,0.048778,94,44,89,4,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.112794,0.111796,0.019796,0.336611,0.419004,180,0,177,9,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.372769,0.071186,0.088843,0.441456,0.025746,256,0,201,0,1
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.646049,0.016889,0.033013,0.282456,0.021594,294,33,280,18,1
N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.763629,0.031006,0.042205,0.149062,0.014098,115,11,113,1,1
N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.662488,0.05963,0.050873,0.211689,0.01532,222,55,205,7,1
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.615281,0.03415,0.078931,0.258762,0.012876,78,0,77,4,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.522414,0.042177,0.086297,0.298528,0.050583,194,22,186,7,1
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.657415,0.026992,0.063909,0.243579,0.008104,101,0,100,3,1
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.314663,0.262025,0.110579,0.236189,0.076544,123,0,122,4,1
P+,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.508621,0.078326,0.071438,0.319685,0.021929,250,44,245,13,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.484611,0.067835,0.152792,0.272945,0.021817,292,33,281,12,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.566089,0.165991,0.142077,0.116246,0.009597,82,0,80,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.534049,0.062825,0.070979,0.295461,0.036686,121,0,117,5,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.693661,0.015782,0.036255,0.222856,0.031445,220,44,214,5,1
NEU,AGREEMENT,SUBJECTIVE,80,IRONIC,0.495273,0.094227,0.041422,0.357761,0.011316,77,22,74,3,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.267512,0.347933,0.072494,0.304547,0.007514,86,0,60,4,1
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.346783,0.24032,0.059373,0.252608,0.100916,79,0,78,4,1
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.541319,0.025324,0.136126,0.27223,0.025001,132,22,128,4,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49188,0.057651,0.14944,0.29066,0.010369,63,0,59,1,1
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.331,0.139499,0.172392,0.333807,0.023303,546,55,532,16,1
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.395106,0.094641,0.08803,0.409189,0.013034,151,0,149,10,1
N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.499137,0.084611,0.049542,0.333014,0.033695,173,0,136,3,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.632971,0.007432,0.105457,0.24946,0.004681,709,44,699,18,1
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.363429,0.215715,0.097739,0.31004,0.013077,95,22,92,2,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.438267,0.062171,0.032299,0.438365,0.028899,275,0,272,7,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.302616,0.227809,0.085818,0.357966,0.025791,48,0,47,1,1
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.169198,0.057683,0.066468,0.590051,0.116601,206,0,199,2,1
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.591776,0.024337,0.022043,0.299582,0.062261,554,88,489,4,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.43346,0.099632,0.200224,0.243022,0.023662,381,0,354,9,1
NEU,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.470524,0.132529,0.232156,0.13361,0.031182,87,11,84,5,1
P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.522783,0.041652,0.129456,0.272333,0.033777,293,77,278,3,1
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.477345,0.087557,0.125733,0.298003,0.011362,359,77,351,11,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.372318,0.06777,0.062894,0.309228,0.187789,100,44,94,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.409427,0.075983,0.059038,0.425002,0.030549,955,22,853,21,1
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.166935,0.218478,0.133309,0.418325,0.062954,11,0,11,1,1
NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.083698,0.567036,0.150212,0.131648,0.067405,126,22,123,2,1
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.224181,0.214946,0.068827,0.396677,0.095369,478,0,427,5,1
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.80249,0.013751,0.076499,0.103227,0.004033,69,0,67,2,1
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.222971,0.076849,0.165989,0.387283,0.146909,136,11,134,4,1
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.518975,0.070212,0.101363,0.302004,0.007447,177,44,172,1,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.552344,0.074108,0.057853,0.28718,0.028515,233,0,230,3,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.412053,0.12815,0.05061,0.277462,0.131725,277,11,188,1,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.304669,0.127544,0.086266,0.468865,0.012656,80,11,76,1,1
N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.381669,0.135691,0.186404,0.292409,0.003826,65,0,64,4,1
N+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.62767,0.017002,0.053298,0.277142,0.024887,287,110,272,10,1
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.417558,0.101117,0.098264,0.359472,0.023589,248,66,240,14,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.57424,0.058049,0.079565,0.27532,0.012826,166,11,163,1,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.651362,0.045152,0.041349,0.215919,0.046217,30,0,29,1,1
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.233553,0.38237,0.066006,0.229178,0.088892,496,33,481,18,1
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.172218,0.221107,0.128755,0.429085,0.048834,124,0,121,5,1
P,AGREEMENT,OBJECTIVE,82,IRONIC,0.594599,0.036615,0.192701,0.170387,0.005697,99,0,98,3,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.214766,0.054802,0.100965,0.568821,0.060646,55,0,53,3,1
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.655787,0.011916,0.092406,0.174617,0.065274,134,33,130,2,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.582015,0.024415,0.067006,0.309911,0.016653,93,11,89,3,1
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.735137,0.037625,0.035741,0.177398,0.014099,208,66,198,8,1
P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.690098,0.058784,0.049812,0.161576,0.039729,204,55,194,2,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.720851,0.071857,0.070485,0.102856,0.033951,19,0,18,0,1
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.016707,0.754641,0.05161,0.059071,0.117971,75,0,73,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.682889,0.016851,0.033476,0.249821,0.016964,140,11,135,0,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.527408,0.103103,0.081412,0.233988,0.054089,137,0,136,3,1
N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.297813,0.076049,0.093559,0.521483,0.011097,203,0,194,11,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.482537,0.049825,0.104952,0.232201,0.130485,102,33,96,4,1
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.510114,0.121019,0.043888,0.270605,0.054375,102,11,100,4,1
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.485801,0.05797,0.036199,0.305183,0.114848,40,0,39,1,1
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.499753,0.008169,0.017861,0.46235,0.011866,76,0,75,4,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.554605,0.034733,0.066181,0.318145,0.026337,102,0,101,5,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.576562,0.148051,0.085419,0.176829,0.01314,69,0,68,1,1
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.25119,0.107718,0.0836,0.433431,0.124061,165,22,159,7,1
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.564645,0.025056,0.069236,0.323651,0.017412,33,0,31,1,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.505092,0.047302,0.15798,0.219071,0.070555,93,0,89,4,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.434053,0.080229,0.090013,0.362492,0.033213,126,33,122,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.587577,0.016628,0.034852,0.342919,0.018025,14,0,14,1,1
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.385745,0.177443,0.09051,0.31976,0.026543,88,22,85,0,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.639209,0.02103,0.048404,0.277616,0.013741,178,55,170,4,1
N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.649179,0.054109,0.076191,0.210679,0.009842,87,0,86,4,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.383935,0.09846,0.024946,0.371353,0.121306,148,11,146,2,1
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.409249,0.235718,0.084356,0.246513,0.024164,144,0,121,12,1
N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.189879,0.051842,0.080813,0.65175,0.025715,97,0,96,19,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.080117,0.611595,0.080659,0.151763,0.075867,239,0,233,13,1
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.299241,0.053907,0.054369,0.572925,0.019558,193,77,184,8,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.647489,0.044829,0.101401,0.19603,0.010251,62,0,61,1,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.704022,0.004678,0.15392,0.134711,0.002669,418,44,409,22,1
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.409105,0.249136,0.109022,0.21061,0.022127,48,0,47,2,1
N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.178077,0.1839,0.109156,0.513958,0.014908,56,0,55,5,1
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.659187,0.021211,0.03715,0.274777,0.007675,210,0,207,6,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.509263,0.043089,0.073689,0.355547,0.018411,197,11,192,9,1
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.280741,0.226106,0.130883,0.28719,0.075081,66,22,62,1,1
N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.58093,0.020691,0.058567,0.308499,0.031313,46,11,44,1,1
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.481278,0.00945,0.024761,0.466472,0.018039,222,55,215,12,1
NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.596058,0.069038,0.040244,0.273189,0.021472,44,0,42,4,1
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.331623,0.132987,0.212585,0.295654,0.027151,229,99,217,3,1
P,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.351824,0.063559,0.12134,0.434357,0.02892,67,0,66,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.467624,0.096615,0.051524,0.326271,0.057966,60,0,57,0,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.539598,0.093263,0.060908,0.270528,0.035703,290,33,285,7,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.401859,0.042384,0.15427,0.396931,0.004557,232,11,230,1,1
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.273199,0.046148,0.085849,0.570617,0.024187,710,0,596,12,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.556142,0.097642,0.094199,0.174886,0.077131,348,22,341,3,1
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.494285,0.051087,0.039252,0.396704,0.018672,70,11,68,0,1
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.565314,0.044278,0.03177,0.306006,0.052633,164,0,162,8,1
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.547394,0.111167,0.156001,0.164579,0.02086,90,22,87,2,1
N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.584133,0.017011,0.039478,0.345427,0.013952,444,33,416,29,1
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.420551,0.16046,0.174968,0.207805,0.036216,35,0,34,1,1
N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.850485,0.002186,0.009229,0.129221,0.00888,90,0,89,0,1
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.698283,0.012939,0.031584,0.233293,0.0239,180,11,149,4,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.411029,0.165268,0.10363,0.286297,0.033775,91,22,88,4,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.626485,0.070766,0.045653,0.175062,0.082034,152,0,150,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.532694,0.072636,0.05709,0.298796,0.038784,59,0,58,1,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.603395,0.022482,0.031196,0.33268,0.010247,88,0,87,0,1
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.200474,0.102759,0.048696,0.582089,0.065983,46,0,45,0,1
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.393984,0.098645,0.107488,0.380239,0.019644,79,0,67,5,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.63822,0.040899,0.076843,0.22356,0.020479,23,0,22,1,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.845487,0.006591,0.024067,0.119321,0.004534,47,0,46,4,1
N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.328042,0.142739,0.069961,0.414654,0.044605,84,22,81,1,1
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.06178,0.535715,0.014814,0.121131,0.26656,179,44,167,5,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.40225,0.090529,0.07833,0.357517,0.071374,76,0,75,1,1
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.580509,0.065922,0.073379,0.261604,0.018586,91,0,89,4,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.493014,0.053352,0.168042,0.260555,0.025036,72,0,70,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.582173,0.041395,0.183915,0.182123,0.010395,37,11,35,0,1
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.497015,0.013527,0.12506,0.353003,0.011396,341,0,331,22,1
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.277236,0.060475,0.056704,0.553803,0.051782,72,22,69,0,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.671621,0.018548,0.054941,0.229429,0.025461,77,33,71,2,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.76669,0.013291,0.048061,0.15296,0.018998,183,22,177,3,1
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.477444,0.036026,0.241554,0.226092,0.018884,126,22,123,6,1
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.393734,0.046757,0.068496,0.46266,0.028354,103,0,100,2,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.654225,0.035837,0.094638,0.149908,0.065391,347,0,344,8,1
N,AGREEMENT,SUBJECTIVE,87,IRONIC,0.232275,0.094528,0.069302,0.517688,0.086207,99,0,95,0,1
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.537719,0.042384,0.018862,0.271941,0.129095,82,11,78,2,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.421915,0.094229,0.059777,0.276337,0.147742,168,0,161,1,1
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.608817,0.038971,0.09905,0.238769,0.014394,271,22,263,11,1
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.135328,0.273961,0.079766,0.279499,0.231446,43,11,39,0,1
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.624837,0.04235,0.035333,0.29226,0.005219,133,66,126,2,1
NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.503609,0.057943,0.098677,0.294047,0.045724,25,0,23,1,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.373523,0.023207,0.092001,0.50848,0.00279,149,11,124,4,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.58319,0.062274,0.044768,0.215662,0.094106,36,22,33,3,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.43955,0.049364,0.051212,0.402002,0.057872,82,22,79,2,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.500724,0.030207,0.119911,0.330589,0.01857,60,0,59,0,1
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.359818,0.078402,0.08699,0.391795,0.082995,117,22,114,3,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.709732,0.018219,0.041079,0.19241,0.03856,238,11,233,3,1
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.589709,0.050157,0.060284,0.271813,0.028037,37,11,35,0,1
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.167679,0.353548,0.067003,0.384564,0.027206,182,0,178,3,1
NEU,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.661423,0.039377,0.043276,0.232833,0.023091,169,0,166,4,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.343589,0.13034,0.051002,0.353104,0.121966,59,0,55,2,1
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.363494,0.086887,0.060385,0.448922,0.040312,113,22,109,2,1
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.68264,0.040386,0.081455,0.177838,0.017681,135,0,133,2,1
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.267209,0.09279,0.138267,0.354912,0.146823,86,0,85,1,1
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.577702,0.049147,0.062465,0.267514,0.043172,83,11,81,6,1
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.53487,0.034976,0.047936,0.355861,0.026357,78,0,56,0,1
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.709013,0.010441,0.015549,0.225618,0.039379,45,0,44,0,1
