@relation Training

@attribute id numeric
@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute extraversion numeric
@attribute openness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute class {1,2,3,4,5}

@data
1601,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.535873,0.098993,0.133447,0.193656,0.038031,100,0,99,0,0.434732,0.576597,0.385823,0.526795,3
1602,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.389455,0.060455,0.021341,0.308937,0.219812,69,0,68,6,0.540211,0.468378,0.518616,0.50873,3
1603,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.46435,0.122017,0.070204,0.283423,0.060007,96,0,95,5,0.528893,0.473555,0.363819,0.515861,3
1604,P,AGREEMENT,SUBJECTIVE,87,IRONIC,0.481018,0.097076,0.101153,0.295007,0.025747,199,55,189,8,0.460721,0.53474,0.427204,0.497242,3
1605,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.348761,0.093774,0.064646,0.438951,0.053868,114,55,108,2,0.484143,0.534566,0.463214,0.540803,3
1606,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.66583,0.017897,0.02752,0.233936,0.054816,227,0,216,2,0.462532,0.503417,0.342834,0.52336,3
1607,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.462755,0.146706,0.031674,0.288425,0.07044,53,0,41,8,0.446164,0.511857,0.341261,0.534394,3
1608,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.206677,0.26038,0.15933,0.314699,0.058915,291,0,286,1,0.51416,0.505689,0.444879,0.544135,3
1609,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.447376,0.109885,0.210388,0.176101,0.056251,125,0,124,9,0.541573,0.509919,0.561053,0.51613,3
1610,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.546435,0.051031,0.050374,0.295638,0.056522,68,0,62,2,0.420503,0.495534,0.394782,0.524516,3
1611,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.468892,0.144718,0.063222,0.308277,0.014892,69,11,64,0,0.495899,0.520382,0.414712,0.491067,3
1612,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.407894,0.154967,0.074392,0.267046,0.095702,90,22,87,2,0.508092,0.511397,0.500701,0.507963,3
1613,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.241827,0.115406,0.047009,0.523454,0.072303,57,0,56,0,0.550366,0.600731,0.375423,0.48427,3
1614,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.669543,0.081148,0.058792,0.179789,0.010728,164,11,159,5,0.521887,0.526637,0.4214,0.50564,3
1615,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.699706,0.025273,0.035106,0.197352,0.042563,352,44,337,10,0.492874,0.491436,0.413991,0.526334,3
1616,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.142739,0.264763,0.066545,0.178027,0.347927,120,22,117,4,0.610285,0.535634,0.528679,0.446255,3
1617,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.501705,0.108082,0.058744,0.29497,0.036499,117,22,114,4,0.438575,0.473887,0.42281,0.542452,3
1618,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.58143,0.052866,0.072153,0.256746,0.036805,105,22,101,3,0.521079,0.52195,0.411686,0.499436,3
1619,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.372946,0.061635,0.154208,0.337913,0.073299,111,22,106,1,0.527769,0.4714,0.358809,0.543438,3
1620,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.746207,0.056114,0.052307,0.100403,0.04497,131,33,127,7,0.445152,0.54512,0.335398,0.544016,3
1621,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.545481,0.053581,0.121025,0.266646,0.013266,210,22,206,2,0.380946,0.539245,0.344644,0.551811,3
1622,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.412837,0.321923,0.069385,0.178281,0.017573,33,0,32,0,0.621362,0.51257,0.476418,0.487784,3
1623,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.209284,0.405547,0.075029,0.178417,0.131723,48,0,47,0,0.51624,0.520276,0.503824,0.526212,3
1624,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.418929,0.084643,0.114995,0.227483,0.153951,168,11,158,7,0.535897,0.557335,0.529404,0.492993,3
1625,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.491313,0.099657,0.072127,0.311693,0.02521,349,88,338,5,0.492413,0.551264,0.470037,0.5263,3
1626,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.384319,0.247239,0.069259,0.239388,0.059795,162,0,160,0,0.447896,0.443022,0.396726,0.571017,3
1627,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.315245,0.268237,0.11526,0.271451,0.029807,133,22,128,5,0.61887,0.544058,0.396997,0.473383,3
1628,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.105672,0.111169,0.075177,0.522418,0.185563,132,33,127,0,0.507441,0.518198,0.405556,0.501392,3
1629,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.306014,0.142791,0.130334,0.36461,0.05625,32,0,31,2,0.491412,0.477349,0.397822,0.56865,3
1630,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.386637,0.196089,0.130526,0.274214,0.012534,70,0,69,8,0.49296,0.433329,0.438552,0.540948,3
1631,P,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.355801,0.164772,0.173584,0.26381,0.042033,205,22,202,16,0.634567,0.478367,0.556076,0.490917,3
1632,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.38524,0.074851,0.086691,0.386348,0.06687,150,0,147,3,0.456762,0.505556,0.526515,0.520622,3
1633,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.513834,0.090716,0.043072,0.339875,0.012503,437,88,425,34,0.529435,0.440878,0.493727,0.516684,3
1634,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.257145,0.16475,0.038645,0.501287,0.038172,367,0,356,28,0.568123,0.476553,0.450619,0.499803,3
1635,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.047694,0.490074,0.026936,0.244611,0.190685,250,44,243,5,0.58042,0.489813,0.502666,0.476727,3
1636,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.177485,0.186836,0.038046,0.559246,0.038387,8,0,7,0,0.549359,0.535225,0.488858,0.474386,3
1637,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.016128,0.677466,0.055497,0.044578,0.20633,316,11,310,14,0.641151,0.530508,0.567013,0.465651,3
1638,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.200471,0.053117,0.072175,0.629525,0.044713,268,33,261,7,0.590304,0.532034,0.403931,0.487038,3
1639,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.149875,0.473319,0.057396,0.262991,0.056419,149,0,147,13,0.522939,0.545378,0.42217,0.511324,3
1640,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.159107,0.135473,0.153549,0.486421,0.06545,139,0,138,10,0.568935,0.484087,0.501926,0.464013,3
1641,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.524887,0.128441,0.03254,0.297014,0.017117,174,22,164,5,0.491207,0.465919,0.359525,0.538777,3
1642,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.380382,0.288211,0.070082,0.233928,0.027396,247,33,242,8,0.519824,0.486422,0.404693,0.530438,3
1643,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.326745,0.235081,0.107333,0.312012,0.018828,60,0,59,0,0.574944,0.491251,0.471317,0.498781,3
1644,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.225668,0.46097,0.035532,0.243125,0.034704,193,11,191,5,0.607561,0.540721,0.450767,0.457554,3
1645,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.505852,0.114058,0.082821,0.260935,0.036334,1010,110,988,72,0.447103,0.600928,0.388554,0.513066,3
1646,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.215306,0.154194,0.072986,0.48249,0.075024,264,44,252,7,0.532513,0.474904,0.380143,0.512236,3
1647,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.58719,0.074199,0.099085,0.220455,0.019071,158,44,152,1,0.554643,0.514079,0.464761,0.478048,3
1648,N,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.171741,0.130544,0.358282,0.265546,0.073886,269,0,259,16,0.40868,0.56238,0.374167,0.539095,3
1649,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.173327,0.299109,0.318722,0.150011,0.058831,97,11,93,4,0.577281,0.477952,0.493561,0.514922,3
1650,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.585222,0.046378,0.047487,0.277788,0.043126,625,0,523,12,0.547579,0.54447,0.459161,0.477084,3
1651,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.573842,0.043426,0.037564,0.327454,0.017715,990,0,898,13,0.500819,0.490234,0.446272,0.520796,3
1652,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.534567,0.068482,0.290548,0.075064,0.03134,728,0,488,7,0.502331,0.441174,0.510707,0.551248,3
1653,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.480078,0.113387,0.134957,0.240005,0.031572,252,176,235,2,0.597178,0.512997,0.507464,0.454498,3
1654,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.554346,0.11941,0.090692,0.226203,0.009349,101,33,97,2,0.477486,0.533745,0.388694,0.511542,3
1655,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.242807,0.151008,0.023922,0.506114,0.07615,108,11,106,1,0.545479,0.526523,0.549998,0.48387,3
1656,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.109409,0.130917,0.021818,0.358488,0.379368,136,44,127,3,0.585561,0.477972,0.608697,0.480053,3
1657,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.380531,0.120462,0.052846,0.385851,0.06031,218,44,212,9,0.552526,0.600245,0.411662,0.441282,3
1658,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.478329,0.195672,0.038778,0.250143,0.037077,336,77,321,9,0.505329,0.487534,0.444069,0.509259,3
1659,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.30741,0.186706,0.124525,0.348512,0.032848,449,11,439,18,0.521581,0.554723,0.482638,0.473815,3
1660,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.200579,0.158266,0.07897,0.456913,0.105272,149,22,143,7,0.634154,0.420811,0.58665,0.512066,3
1661,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.167174,0.209269,0.200612,0.398916,0.024031,114,0,113,5,0.528745,0.485398,0.403012,0.476196,3
1662,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.183602,0.037216,0.040557,0.170007,0.568618,499,44,488,11,0.638517,0.434485,0.577458,0.462105,3
1663,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224749,0.187242,0.077974,0.244488,0.265547,38,11,36,1,0.504294,0.513233,0.37566,0.518761,3
1664,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.548912,0.071335,0.024489,0.323633,0.031632,113,22,109,1,0.562841,0.507176,0.403333,0.505845,3
1665,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.437334,0.085057,0.077293,0.297472,0.102845,78,0,77,2,0.377631,0.530329,0.321938,0.580897,3
1666,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.465483,0.20477,0.093268,0.198225,0.038254,332,0,330,15,0.426587,0.484908,0.467293,0.566811,3
1667,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.525487,0.030127,0.081859,0.336457,0.02607,189,0,187,2,0.561975,0.488826,0.380341,0.479415,3
1668,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.437712,0.102561,0.143635,0.263603,0.05249,174,11,171,2,0.501519,0.50516,0.395507,0.51627,3
1669,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.118353,0.063347,0.063833,0.13449,0.619977,178,0,173,11,0.479911,0.477814,0.409603,0.524804,3
1670,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.307891,0.230094,0.05581,0.350052,0.056152,638,0,515,10,0.529101,0.490294,0.454183,0.518523,3
1671,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.234734,0.209735,0.125339,0.408883,0.02131,67,0,67,4,0.524737,0.48181,0.383011,0.530755,3
1672,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.065663,0.381415,0.228976,0.108583,0.215364,422,33,417,12,0.43799,0.528645,0.451326,0.50406,3
1673,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.121923,0.193097,0.145281,0.203888,0.335811,190,11,188,0,0.539596,0.569558,0.399701,0.509306,3
1674,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.416565,0.1104,0.052926,0.360841,0.059267,183,11,176,10,0.520244,0.518384,0.432282,0.501176,3
1675,P,DISAGREEMENT,SUBJECTIVE,79,IRONIC,0.578021,0.080479,0.068791,0.215292,0.057417,85,0,82,2,0.401685,0.592397,0.36382,0.509357,3
1676,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.841695,0.025695,0.015972,0.102221,0.014418,224,55,217,3,0.557661,0.525095,0.464224,0.490751,3
1677,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.271689,0.428255,0.097003,0.167056,0.035996,72,22,69,1,0.467295,0.530271,0.424737,0.512722,3
1678,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.684547,0.030736,0.046919,0.171077,0.066722,70,11,68,2,0.486267,0.607966,0.317174,0.481486,3
1679,N+,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.618011,0.051895,0.060067,0.225639,0.044389,368,0,367,15,0.498733,0.450584,0.385076,0.537866,3
1680,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.10162,0.317644,0.118244,0.22627,0.236222,112,0,111,5,0.433583,0.547577,0.37898,0.507274,3
1681,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.150657,0.078331,0.12267,0.354245,0.294097,86,0,83,1,0.469262,0.532837,0.345817,0.535631,3
1682,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.536451,0.039469,0.034397,0.20596,0.183723,76,0,75,4,0.472161,0.536587,0.371539,0.502348,3
1683,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.551216,0.195146,0.041447,0.155469,0.056722,178,11,170,5,0.56395,0.561929,0.389105,0.500499,3
1684,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49284,0.090765,0.141454,0.226885,0.048057,306,11,266,7,0.50908,0.506605,0.543462,0.500093,3
1685,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.693133,0.074672,0.089048,0.140405,0.002743,89,11,86,0,0.509301,0.508907,0.398258,0.509235,3
1686,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.686418,0.078045,0.071331,0.140397,0.023809,62,0,60,2,0.479664,0.543625,0.436154,0.488121,3
1687,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.086448,0.179244,0.107483,0.570058,0.056766,108,22,105,2,0.477075,0.54017,0.523519,0.522386,3
1688,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.613727,0.077507,0.040315,0.229419,0.039032,60,0,58,2,0.469853,0.514107,0.380903,0.486103,3
1689,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212272,0.254966,0.051166,0.384039,0.097556,48,0,47,1,0.514649,0.517288,0.407674,0.504462,3
1690,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.546061,0.04876,0.053438,0.258938,0.092802,130,11,127,4,0.569858,0.442731,0.478793,0.543537,3
1691,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.494533,0.122617,0.043152,0.284837,0.054862,48,0,47,1,0.477742,0.531105,0.441141,0.518348,3
1692,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.058859,0.296052,0.090584,0.141817,0.412688,58,22,55,1,0.587935,0.407569,0.634511,0.535447,3
1693,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.163868,0.312455,0.053206,0.292739,0.177732,155,0,154,1,0.513073,0.510601,0.419196,0.517368,3
1694,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.293794,0.108436,0.070383,0.475653,0.051734,43,0,42,0,0.513817,0.444642,0.453531,0.516733,3
1695,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.138238,0.286037,0.226651,0.291569,0.057504,52,0,50,1,0.563688,0.581886,0.516803,0.444691,3
1696,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.366394,0.238612,0.110126,0.272951,0.011918,65,0,63,1,0.544835,0.408254,0.581744,0.49144,3
1697,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.492959,0.108314,0.05366,0.294031,0.051036,34,0,33,0,0.481488,0.451438,0.466167,0.52289,3
1698,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.62299,0.081655,0.092687,0.153058,0.049612,123,11,120,3,0.521414,0.467304,0.418865,0.543484,3
1699,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.413205,0.079216,0.118977,0.336643,0.05196,100,0,99,3,0.420789,0.530911,0.346064,0.551477,3
1700,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.342334,0.198902,0.114392,0.266623,0.077748,34,11,32,0,0.549715,0.470444,0.4508,0.532411,3
1701,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.117345,0.43883,0.11249,0.312279,0.019056,67,0,63,0,0.493912,0.486205,0.373233,0.499809,4
1702,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.607149,0.048002,0.14831,0.185312,0.011228,77,11,74,1,0.473541,0.505521,0.365467,0.491171,4
1703,P+,AGREEMENT,SUBJECTIVE,80,IRONIC,0.261104,0.207908,0.113187,0.286948,0.130853,99,11,97,2,0.361534,0.536459,0.365402,0.547969,4
1704,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.427977,0.164274,0.066434,0.277649,0.063665,38,0,37,2,0.477133,0.514437,0.498031,0.512041,4
1705,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.277425,0.099857,0.02668,0.459815,0.136222,146,0,144,9,0.525812,0.513317,0.427187,0.517788,4
1706,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.11505,0.588907,0.102442,0.143017,0.050584,22,0,21,2,0.559828,0.502357,0.454094,0.491115,4
1707,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.023645,0.794228,0.019766,0.087895,0.074465,29,0,28,1,0.601208,0.496311,0.465701,0.509464,4
1708,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.258045,0.179581,0.046458,0.149008,0.366908,111,11,108,3,0.58751,0.550849,0.423522,0.54861,4
1709,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.151267,0.590676,0.066749,0.13544,0.055868,171,22,167,4,0.67309,0.637152,0.562771,0.445667,4
1710,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.477954,0.10667,0.068323,0.328232,0.018821,116,11,111,1,0.528241,0.516465,0.450663,0.490872,4
1711,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.593189,0.06008,0.104459,0.2306,0.011671,172,11,169,8,0.581005,0.51963,0.422604,0.497052,4
1712,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557777,0.088709,0.128674,0.150371,0.074469,66,0,64,3,0.453921,0.524024,0.375315,0.51635,4
1713,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.23095,0.409536,0.148816,0.162683,0.048015,129,0,127,5,0.599429,0.494821,0.409408,0.546265,4
1714,N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.799789,0.058172,0.026164,0.089514,0.026362,116,11,113,1,0.475655,0.526563,0.381166,0.525289,4
1715,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.354845,0.162085,0.072667,0.275266,0.135136,232,11,228,5,0.615449,0.525915,0.532519,0.465846,4
1716,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.289465,0.229887,0.109059,0.288247,0.083342,107,0,105,2,0.560818,0.513091,0.460427,0.495895,4
1717,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.435396,0.082153,0.11878,0.199053,0.164618,100,0,99,2,0.553573,0.521359,0.404467,0.494553,4
1718,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.578566,0.136011,0.036661,0.185649,0.063113,45,0,43,3,0.574575,0.52862,0.414509,0.475921,4
1719,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.209158,0.255608,0.059911,0.224857,0.250466,46,0,45,2,0.662595,0.483421,0.481154,0.477322,4
1720,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.096732,0.47025,0.052128,0.227191,0.153698,317,0,256,0,0.557132,0.576117,0.417689,0.507382,4
1721,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.543656,0.087036,0.117614,0.203818,0.047876,48,0,47,1,0.425553,0.536144,0.389505,0.527584,4
1722,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.075062,0.503885,0.086656,0.155049,0.179348,41,0,40,2,0.574727,0.536214,0.503055,0.523622,4
1723,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.170164,0.512459,0.080739,0.142161,0.094477,101,0,100,2,0.333325,0.643144,0.338842,0.446379,4
1724,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.103841,0.472561,0.108977,0.253898,0.060724,83,0,81,4,0.402316,0.581091,0.327979,0.489493,4
1725,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.406307,0.161006,0.089741,0.307329,0.035616,63,0,61,1,0.535672,0.542341,0.421902,0.477522,4
1726,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.070646,0.328099,0.043295,0.146276,0.411684,160,0,156,1,0.514842,0.416828,0.430195,0.594786,4
1727,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.385088,0.171882,0.088499,0.305188,0.049344,55,0,44,0,0.520821,0.635882,0.387186,0.505165,4
1728,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618458,0.046871,0.032856,0.280788,0.021027,440,11,428,14,0.513777,0.49382,0.413363,0.481243,4
1729,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.052492,0.692193,0.031786,0.182272,0.041257,116,0,113,0,0.53913,0.541335,0.489487,0.514369,4
1730,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.68675,0.145146,0.011228,0.142693,0.014182,134,33,127,3,0.498505,0.528365,0.3983,0.519797,4
1731,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.493434,0.107873,0.039887,0.325137,0.033669,175,22,167,4,0.549066,0.555205,0.470743,0.490311,4
1732,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.297259,0.26198,0.065087,0.297969,0.077705,100,11,96,2,0.464137,0.48395,0.459356,0.535465,4
1733,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.338541,0.029142,0.341368,0.28085,0.010099,65,11,62,2,0.533373,0.478778,0.481199,0.495127,4
1734,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.079797,0.495644,0.056175,0.175304,0.19308,105,11,103,2,0.486811,0.58985,0.591784,0.595978,4
1735,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.099586,0.453814,0.142481,0.125522,0.178597,230,55,224,3,0.518074,0.507848,0.593065,0.524853,4
1736,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.468919,0.087383,0.078449,0.351402,0.013848,101,11,98,4,0.433755,0.533483,0.413047,0.51907,4
1737,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.332281,0.132789,0.119233,0.339879,0.075818,83,11,80,1,0.513638,0.471092,0.528229,0.540412,4
1738,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.244219,0.164457,0.092386,0.379656,0.119283,42,0,39,1,0.564827,0.457632,0.509224,0.478324,4
1739,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.20996,0.207417,0.297889,0.161836,0.122898,56,0,55,12,0.505555,0.558048,0.47343,0.534336,4
1740,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.201656,0.44041,0.029299,0.17658,0.152055,128,0,119,7,0.665215,0.381626,0.469622,0.496576,4
1741,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.297725,0.269731,0.069021,0.276526,0.086996,148,0,145,3,0.494833,0.499318,0.473994,0.505447,4
1742,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.088181,0.201917,0.210764,0.174687,0.324451,89,11,86,2,0.50478,0.515235,0.392144,0.56133,4
1743,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.454632,0.09364,0.111395,0.314332,0.026001,110,0,109,4,0.603425,0.494979,0.377418,0.500633,4
1744,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.217607,0.306112,0.135916,0.276681,0.063683,62,0,61,1,0.48355,0.457232,0.467651,0.543309,4
1745,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.114445,0.447747,0.046484,0.188832,0.202492,61,0,59,1,0.452133,0.512603,0.465299,0.535784,4
1746,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.325335,0.248805,0.126505,0.169119,0.130236,101,0,100,1,0.543216,0.544432,0.437841,0.500878,4
1747,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.07342,0.342008,0.075528,0.259175,0.249869,40,11,38,0,0.581247,0.474452,0.583816,0.486207,4
1748,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.366949,0.145086,0.085455,0.362947,0.039564,121,0,120,0,0.524133,0.486933,0.526056,0.503791,4
1749,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.574762,0.039971,0.041603,0.318145,0.025518,69,22,66,3,0.500443,0.505209,0.389589,0.51862,4
1750,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.342014,0.173723,0.094692,0.351442,0.03813,102,11,99,4,0.50135,0.464803,0.420766,0.537737,4
1751,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.568773,0.124103,0.131305,0.110947,0.064872,91,11,89,1,0.49209,0.572086,0.390876,0.510452,4
1752,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.211387,0.078837,0.123322,0.508635,0.077819,51,0,50,2,0.519212,0.500379,0.448191,0.49248,4
1753,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.476854,0.129922,0.052815,0.280033,0.060375,198,0,195,6,0.510017,0.489322,0.510182,0.516524,4
1754,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.575591,0.088483,0.083146,0.237912,0.014868,227,33,211,3,0.628372,0.482298,0.473552,0.496625,4
